"Statistic","CensusYear","Sex","Province County or City","UNIT","VALUE"
"2002 Population at Each Census Since 1841","1881","Both sexes","Leinster","Number","1278989"
"2002 Population at Each Census Since 1841","1881","Both sexes","Carlow","Number","46568"
"2002 Population at Each Census Since 1841","1881","Both sexes","Dublin","Number","418910"
"2002 Population at Each Census Since 1841","1881","Both sexes","Kildare","Number","75804"
"2002 Population at Each Census Since 1841","1881","Both sexes","Kilkenny","Number","99531"
"2002 Population at Each Census Since 1841","1881","Both sexes","Laois","Number","73124"
"2002 Population at Each Census Since 1841","1881","Both sexes","Longford","Number","61009"
"2002 Population at Each Census Since 1841","1881","Both sexes","Louth","Number","77684"
"2002 Population at Each Census Since 1841","1881","Both sexes","Meath","Number","87469"
"2002 Population at Each Census Since 1841","1881","Both sexes","Offaly","Number","72852"
"2002 Population at Each Census Since 1841","1881","Both sexes","Westmeath","Number","71798"
"2002 Population at Each Census Since 1841","1881","Both sexes","Wexford","Number","123854"
"2002 Population at Each Census Since 1841","1881","Both sexes","Wicklow","Number","70386"
"2002 Population at Each Census Since 1841","1881","Both sexes","Munster","Number","1331115"
"2002 Population at Each Census Since 1841","1881","Both sexes","Clare","Number","141457"
"2002 Population at Each Census Since 1841","1881","Both sexes","Cork","Number","495607"
"2002 Population at Each Census Since 1841","1881","Both sexes","Kerry","Number","201039"
"2002 Population at Each Census Since 1841","1881","Both sexes","Limerick","Number","180632"
"2002 Population at Each Census Since 1841","1881","Both sexes","North Tipperary","Number","86331"
"2002 Population at Each Census Since 1841","1881","Both sexes","South Tipperary","Number","113281"
"2002 Population at Each Census Since 1841","1881","Both sexes","Waterford","Number","112768"
"2002 Population at Each Census Since 1841","1881","Both sexes","Connacht","Number","821657"
"2002 Population at Each Census Since 1841","1881","Both sexes","Galway","Number","242005"
"2002 Population at Each Census Since 1841","1881","Both sexes","Leitrim","Number","90372"
"2002 Population at Each Census Since 1841","1881","Both sexes","Mayo","Number","245212"
"2002 Population at Each Census Since 1841","1881","Both sexes","Roscommon","Number","132490"
"2002 Population at Each Census Since 1841","1881","Both sexes","Sligo","Number","111578"
"2002 Population at Each Census Since 1841","1881","Both sexes","Ulster (part of)","Number","438259"
"2002 Population at Each Census Since 1841","1881","Both sexes","Cavan","Number","129476"
"2002 Population at Each Census Since 1841","1881","Both sexes","Donegal","Number","206035"
"2002 Population at Each Census Since 1841","1881","Both sexes","Monaghan","Number","102748"
"2002 Population at Each Census Since 1841","1881","Male","State","Number","1912438"
"2002 Population at Each Census Since 1841","1881","Male","Leinster","Number","630038"
"2002 Population at Each Census Since 1841","1881","Male","Carlow","Number","23078"
"2002 Population at Each Census Since 1841","1881","Male","Dublin","Number","197740"
"2002 Population at Each Census Since 1841","1881","Male","Kildare","Number","40701"
"2002 Population at Each Census Since 1841","1881","Male","Kilkenny","Number","48971"
"2002 Population at Each Census Since 1841","1881","Male","Laois","Number","36861"
"2002 Population at Each Census Since 1841","1881","Male","Longford","Number","30770"
"2002 Population at Each Census Since 1841","1881","Male","Louth","Number","37989"
"2002 Population at Each Census Since 1841","1881","Male","Meath","Number","44315"
"2002 Population at Each Census Since 1841","1881","Male","Offaly","Number","37106"
"2002 Population at Each Census Since 1841","1881","Male","Westmeath","Number","36478"
"2002 Population at Each Census Since 1841","1881","Male","Wexford","Number","60928"
"2002 Population at Each Census Since 1841","1881","Male","Wicklow","Number","35101"
"2002 Population at Each Census Since 1841","1881","Male","Munster","Number","659994"
"2002 Population at Each Census Since 1841","1881","Male","Clare","Number","71058"
"2002 Population at Each Census Since 1841","1881","Male","Cork","Number","246044"
"2002 Population at Each Census Since 1841","1881","Male","Kerry","Number","101208"
"2002 Population at Each Census Since 1841","1881","Male","Limerick","Number","88311"
"2002 Population at Each Census Since 1841","1881","Male","North Tipperary","Number","42773"
"2002 Population at Each Census Since 1841","1881","Male","South Tipperary","Number","55982"
"2002 Population at Each Census Since 1841","1881","Male","Waterford","Number","54618"
"2002 Population at Each Census Since 1841","1881","Male","Connacht","Number","407021"
"2002 Population at Each Census Since 1841","1881","Male","Galway","Number","120609"
"2002 Population at Each Census Since 1841","1881","Male","Leitrim","Number","45190"
"2002 Population at Each Census Since 1841","1881","Male","Mayo","Number","119421"
"2002 Population at Each Census Since 1841","1881","Male","Roscommon","Number","66657"
"2002 Population at Each Census Since 1841","1881","Male","Sligo","Number","55144"
"2002 Population at Each Census Since 1841","1881","Male","Ulster (part of)","Number","215385"
"2002 Population at Each Census Since 1841","1881","Male","Cavan","Number","64637"
"2002 Population at Each Census Since 1841","1881","Male","Donegal","Number","100671"
"2002 Population at Each Census Since 1841","1881","Male","Monaghan","Number","50077"
"2002 Population at Each Census Since 1841","1881","Female","State","Number","1957582"
"2002 Population at Each Census Since 1841","1881","Female","Leinster","Number","648951"
"2002 Population at Each Census Since 1841","1881","Female","Carlow","Number","23490"
"2002 Population at Each Census Since 1841","1881","Female","Dublin","Number","221170"
"2002 Population at Each Census Since 1841","1881","Female","Kildare","Number","35103"
"2002 Population at Each Census Since 1841","1881","Female","Kilkenny","Number","50560"
"2002 Population at Each Census Since 1841","1881","Female","Laois","Number","36263"
"2002 Population at Each Census Since 1841","1881","Female","Longford","Number","30239"
"2002 Population at Each Census Since 1841","1881","Female","Louth","Number","39695"
"2002 Population at Each Census Since 1841","1881","Female","Meath","Number","43154"
"2002 Population at Each Census Since 1841","1881","Female","Offaly","Number","35746"
"2002 Population at Each Census Since 1841","1881","Female","Westmeath","Number","35320"
"2002 Population at Each Census Since 1841","1881","Female","Wexford","Number","62926"
"2002 Population at Each Census Since 1841","1881","Female","Wicklow","Number","35285"
"2002 Population at Each Census Since 1841","1881","Female","Munster","Number","671121"
"2002 Population at Each Census Since 1841","1881","Female","Clare","Number","70399"
"2002 Population at Each Census Since 1841","1881","Female","Cork","Number","249563"
"2002 Population at Each Census Since 1841","1881","Female","Kerry","Number","99831"
"2002 Population at Each Census Since 1841","1881","Female","Limerick","Number","92321"
"2002 Population at Each Census Since 1841","1881","Female","North Tipperary","Number","43558"
"2002 Population at Each Census Since 1841","1881","Female","South Tipperary","Number","57299"
"2002 Population at Each Census Since 1841","1881","Female","Waterford","Number","58150"
"2002 Population at Each Census Since 1841","1881","Female","Connacht","Number","414636"
"2002 Population at Each Census Since 1841","1881","Female","Galway","Number","121396"
"2002 Population at Each Census Since 1841","1881","Female","Leitrim","Number","45182"
"2002 Population at Each Census Since 1841","1881","Female","Mayo","Number","125791"
"2002 Population at Each Census Since 1841","1881","Female","Roscommon","Number","65833"
"2002 Population at Each Census Since 1841","1881","Female","Sligo","Number","56434"
"2002 Population at Each Census Since 1841","1881","Female","Ulster (part of)","Number","222874"
"2002 Population at Each Census Since 1841","1881","Female","Cavan","Number","64839"
"2002 Population at Each Census Since 1841","1881","Female","Donegal","Number","105364"
"2002 Population at Each Census Since 1841","1881","Female","Monaghan","Number","52671"
"2002 Population at Each Census Since 1841","1891","Both sexes","State","Number","3468694"
"2002 Population at Each Census Since 1841","1891","Both sexes","Leinster","Number","1187760"
"2002 Population at Each Census Since 1841","1891","Both sexes","Carlow","Number","40936"
"2002 Population at Each Census Since 1841","1891","Both sexes","Dublin","Number","419216"
"2002 Population at Each Census Since 1841","1891","Both sexes","Kildare","Number","70206"
"2002 Population at Each Census Since 1841","1891","Both sexes","Kilkenny","Number","87261"
"2002 Population at Each Census Since 1841","1891","Both sexes","Laois","Number","64883"
"2002 Population at Each Census Since 1841","1891","Both sexes","Longford","Number","52647"
"2002 Population at Each Census Since 1841","1891","Both sexes","Louth","Number","71038"
"2002 Population at Each Census Since 1841","1891","Both sexes","Meath","Number","76987"
"2002 Population at Each Census Since 1841","1891","Both sexes","Offaly","Number","65563"
"2002 Population at Each Census Since 1841","1891","Both sexes","Westmeath","Number","65109"
"2002 Population at Each Census Since 1841","1891","Both sexes","Wexford","Number","111778"
"2002 Population at Each Census Since 1841","1891","Both sexes","Wicklow","Number","62136"
"2002 Population at Each Census Since 1841","1891","Both sexes","Munster","Number","1172402"
"2002 Population at Each Census Since 1841","1891","Both sexes","Clare","Number","124483"
"2002 Population at Each Census Since 1841","1891","Both sexes","Cork","Number","438432"
"2002 Population at Each Census Since 1841","1891","Both sexes","Kerry","Number","179136"
"2002 Population at Each Census Since 1841","1891","Both sexes","Limerick","Number","158912"
"2002 Population at Each Census Since 1841","1891","Both sexes","North Tipperary","Number","76220"
"2002 Population at Each Census Since 1841","1891","Both sexes","South Tipperary","Number","96968"
